composition,formation_energy (eV/atom),mode_AtomicWeight,max_Electronegativity,avg_Electronegativity,dev_Electronegativity,sum_Electronegativity,mode_Row,mode_GSvolume_pa,mode_CovalentRadius,range_Electronegativity,avg_Column,dev_NpUnfilled,mode_MendeleevNumber,mode_MeltingT,mode_Number,min_CovalentRadius,dev_NpValence,min_MeltingT,mode_SpaceGroupNumber,sum_NpValence,mode_NValence,max_MendeleevNumber,dev_NdValence,avg_CovalentRadius,avg_NpValence,min_AtomicWeight,min_SpaceGroupNumber,min_GSvolume_pa,mode_Column,min_Number,sum_SpaceGroupNumber,mode_NpUnfilled,sum_MeltingT,mode_NpValence,avg_MeltingT,mode_NUnfilled,avg_SpaceGroupNumber,avg_NdValence,range_SpaceGroupNumber,sum_CovalentRadius,sum_Column,max_NpValence,dev_SpaceGroupNumber,max_Column,sum_NdValence,sum_GSbandgap,range_NpValence,avg_MendeleevNumber,sum_MendeleevNumber,dev_CovalentRadius,max_NValence,sum_NpUnfilled,range_Column,max_GSbandgap,range_GSbandgap,dev_Column,max_NdValence,max_MeltingT,dev_GSbandgap,range_NdValence
La1 Mn1 N3,-0.842123075,14.0067,3.04,2.354,0.8232,11.77,2.0,14.76875,71.0,1.94,11.0,1.44,82.0,63.05,7.0,71.0,1.44,63.05,194.0,9.0,5.0,82.0,1.52,111.8,1.7999999999999998,14.0067,194.0,10.4875862069,15.0,7.0,993.0,3.0,2901.15,3.0,580.2300000000001,3.0,198.6,1.2,23.0,559.0,55.0,3.0,7.360000000000014,15.0,6.0,19.311,3.0,62.2,311.0,48.96000000000001,7.0,9.0,12.0,6.437,6.437,4.800000000000001,5.0,1519.0,3.08976,5.0
La1 Mo1 N3,-1.113527538,14.0067,3.04,2.476,0.6768000000000001,12.38,2.0,14.76875,71.0,1.94,10.8,1.44,82.0,63.05,7.0,71.0,1.44,63.05,194.0,9.0,5.0,82.0,1.52,114.8,1.7999999999999998,14.0067,194.0,14.76875,15.0,7.0,1005.0,3.0,4278.15,3.0,855.6300000000001,3.0,201.0,1.2,35.0,574.0,54.0,3.0,11.2,15.0,6.0,19.311,3.0,61.8,309.0,52.56,6.0,9.0,12.0,6.437,6.437,5.04,5.0,2896.0,3.08976,5.0
La1 Ni3 B1,-0.441663718,58.6934,2.04,1.774,0.2695999999999999,8.870000000000001,4.0,10.32,124.0,0.94,9.2,1.6,61.0,1728.0,28.0,84.0,0.32,1193.0,225.0,1.0,10.0,72.0,3.6,132.6,0.2,10.811,166.0,7.1725,10.0,5.0,1035.0,0.0,8725.0,0.0,1745.0,2.0,207.0,5.0,59.0,663.0,46.0,1.0,21.6,13.0,25.0,1.524,1.0,53.6,268.0,29.76,10.0,5.0,10.0,1.524,1.524,2.4800000000000004,8.0,2348.0,0.48768,8.0
La1 Ni1 Ge3,-0.628216674,72.64,2.01,1.808,0.2831999999999999,9.04,4.0,23.005,120.0,0.9099999999999996,11.0,1.92,79.0,1211.4,32.0,120.0,0.96,1193.0,225.0,6.0,14.0,79.0,2.72,138.2,1.2,58.6934,194.0,10.32,14.0,28.0,1094.0,4.0,6555.200000000001,2.0,1311.04,4.0,218.8,7.8,31.0,691.0,55.0,2.0,9.919999999999993,14.0,39.0,1.149,2.0,62.2,311.0,27.52,14.0,12.0,11.0,0.383,0.383,3.6,10.0,1728.0,0.18384,9.0
La1 Ni1 O3,-2.47170472,15.9994,3.44,2.6660000000000004,0.9287999999999998,13.33,2.0,9.105,66.0,2.34,12.2,0.96,87.0,54.8,8.0,66.0,1.92,54.8,12.0,12.0,6.0,87.0,2.4800000000000004,105.8,2.4,15.9994,12.0,9.105,16.0,8.0,455.0,2.0,3085.4,4.0,617.08,2.0,91.0,1.8,213.0,529.0,61.0,4.0,94.8,16.0,9.0,0.0,4.0,67.0,335.0,47.760000000000005,10.0,6.0,13.0,0.0,0.0,4.5600000000000005,8.0,1728.0,0.0,8.0
La1 Ni1 Sb3,-0.764439334,121.76,2.05,1.832,0.2927999999999999,9.16,5.0,31.56,139.0,0.9499999999999996,11.6,1.44,85.0,903.78,51.0,124.0,1.44,903.78,166.0,9.0,15.0,85.0,2.72,149.6,1.7999999999999998,58.6934,166.0,10.32,15.0,28.0,917.0,3.0,5632.34,3.0,1126.4679999999998,3.0,183.4,7.8,59.0,748.0,58.0,3.0,20.880000000000003,15.0,39.0,0.0,3.0,65.8,329.0,22.96,15.0,9.0,12.0,0.0,0.0,4.08,10.0,1728.0,0.0,9.0
La1 Os1 N3,-0.612363146,14.0067,3.04,2.484,0.6672,12.420000000000002,2.0,14.76875,71.0,1.94,11.2,1.44,82.0,63.05,7.0,71.0,1.44,63.05,194.0,9.0,5.0,82.0,1.84,112.8,1.7999999999999998,14.0067,194.0,14.09,15.0,7.0,970.0,3.0,4688.15,3.0,937.63,3.0,194.0,1.4,0.0,564.0,56.0,3.0,0.0,15.0,7.0,19.311,3.0,63.2,316.0,50.16,22.0,9.0,12.0,6.437,6.437,4.5600000000000005,6.0,3306.0,3.08976,6.0
La1 Pd1 O3,-2.362232831,15.9994,3.44,2.724,0.8591999999999999,13.62,2.0,9.105,66.0,2.34,12.2,0.96,87.0,54.8,8.0,66.0,1.92,54.8,12.0,12.0,6.0,87.0,3.12,108.8,2.4,15.9994,12.0,9.105,16.0,8.0,455.0,2.0,3185.4500000000003,4.0,637.09,2.0,91.0,2.2,213.0,544.0,61.0,4.0,94.8,16.0,11.0,0.0,4.0,67.19999999999999,336.0,51.36000000000001,10.0,6.0,13.0,0.0,0.0,4.5600000000000005,10.0,1828.05,0.0,10.0
La1 Re1 N3,-0.929144193,14.0067,3.04,2.424,0.7392000000000001,12.12,2.0,14.76875,71.0,1.94,11.0,1.44,82.0,63.05,7.0,71.0,1.44,63.05,194.0,9.0,5.0,82.0,1.52,114.20000000000002,1.7999999999999998,14.0067,194.0,14.655,15.0,7.0,970.0,3.0,4841.15,3.0,968.23,3.0,194.0,1.2,0.0,571.0,55.0,3.0,0.0,15.0,6.0,19.311,3.0,62.6,313.0,51.84,21.0,9.0,12.0,6.437,6.437,4.800000000000001,5.0,3459.0,3.08976,5.0
La1 Rh1 O3,-2.545009926,15.9994,3.44,2.74,0.84,13.7,2.0,9.105,66.0,2.34,12.0,0.96,87.0,54.8,8.0,66.0,1.92,54.8,12.0,12.0,6.0,87.0,2.4800000000000004,109.4,2.4,15.9994,12.0,9.105,16.0,8.0,455.0,2.0,3594.4,4.0,718.88,2.0,91.0,1.8,213.0,547.0,60.0,4.0,94.8,16.0,9.0,0.0,4.0,66.6,333.0,52.08,9.0,6.0,13.0,0.0,0.0,4.800000000000001,8.0,2237.0,0.0,8.0
La1 Sb3 Pd1,-0.820828957,121.76,2.2,1.89,0.3160000000000001,9.45,5.0,31.56,139.0,1.1,11.6,1.44,85.0,903.78,51.0,139.0,1.44,903.78,166.0,9.0,15.0,85.0,2.880000000000001,152.6,1.7999999999999998,106.42,166.0,14.41,15.0,46.0,917.0,3.0,5732.39,3.0,1146.478,3.0,183.4,8.2,59.0,763.0,58.0,3.0,20.880000000000003,15.0,41.0,0.0,3.0,66.0,330.0,21.76,15.0,9.0,12.0,0.0,0.0,4.08,10.0,1828.05,0.0,9.0
La1 Sc1 O3,-3.950563378,15.9994,3.44,2.556,1.0608,12.78,2.0,9.105,66.0,2.34,10.8,0.96,87.0,54.8,8.0,66.0,1.92,54.8,12.0,12.0,6.0,87.0,0.48,115.0,2.4,15.9994,12.0,9.105,16.0,8.0,424.0,2.0,3171.4,4.0,634.2800000000001,2.0,84.80000000000001,0.4,182.0,575.0,54.0,4.0,87.36000000000001,16.0,2.0,0.0,4.0,57.0,285.0,58.8,6.0,6.0,13.0,0.0,0.0,6.24,1.0,1814.0,0.0,1.0
La1 Sc1 S3,-2.374062289,32.065,2.58,2.04,0.6479999999999999,10.2,3.0,25.786875,105.0,1.48,10.8,0.96,88.0,388.36,16.0,105.0,1.92,388.36,70.0,12.0,6.0,88.0,0.48,138.4,2.4,32.065,70.0,22.235,16.0,16.0,598.0,2.0,4172.08,4.0,834.416,2.0,119.6,0.4,124.0,692.0,54.0,4.0,59.52,16.0,2.0,6.606,4.0,57.6,288.0,40.08,6.0,6.0,13.0,2.202,2.202,6.24,1.0,1814.0,1.05696,1.0
La1 Si3 Ir1,-0.861072935,28.0855,2.2,1.7999999999999998,0.2800000000000001,9.0,3.0,20.44,111.0,1.1,10.8,1.92,78.0,1687.0,14.0,111.0,0.96,1193.0,227.0,6.0,4.0,78.0,2.16,136.2,1.2,28.0855,194.0,14.21,14.0,14.0,1100.0,4.0,8993.0,2.0,1798.6,4.0,220.0,1.6,33.0,681.0,54.0,2.0,10.4,14.0,8.0,2.319,2.0,61.4,307.0,30.239999999999995,23.0,12.0,11.0,0.773,0.773,3.84,7.0,2739.0,0.37104,7.0
La1 Si3 Os1,-0.653720287,28.0855,2.2,1.7999999999999998,0.2800000000000001,9.0,3.0,20.44,111.0,1.1,10.6,1.92,78.0,1687.0,14.0,111.0,0.96,1193.0,227.0,6.0,4.0,78.0,1.84,136.8,1.2,28.0855,194.0,14.09,14.0,14.0,1069.0,4.0,9560.0,2.0,1912.0,4.0,213.8,1.4,33.0,684.0,53.0,2.0,15.839999999999998,14.0,7.0,2.319,2.0,60.8,304.0,30.96,22.0,12.0,11.0,0.773,0.773,4.08,6.0,3306.0,0.37104,6.0
La1 Si3 Rh1,-0.839988951,28.0855,2.28,1.816,0.2864,9.079999999999998,3.0,20.44,111.0,1.1799999999999995,10.8,1.92,78.0,1687.0,14.0,111.0,0.96,1193.0,227.0,6.0,4.0,78.0,2.4800000000000004,136.4,1.2,28.0855,194.0,13.64,14.0,14.0,1100.0,4.0,8491.0,2.0,1698.2,4.0,220.0,1.8,33.0,682.0,54.0,2.0,10.4,14.0,9.0,2.319,2.0,61.2,306.0,30.48,9.0,12.0,11.0,0.773,0.773,3.84,8.0,2237.0,0.37104,8.0
La1 Si3 Ru1,-0.677736739,28.0855,2.2,1.7999999999999998,0.2800000000000001,9.0,3.0,20.44,111.0,1.1,10.6,1.92,78.0,1687.0,14.0,111.0,0.96,1193.0,227.0,6.0,4.0,78.0,2.16,137.2,1.2,28.0855,194.0,13.51,14.0,14.0,1069.0,4.0,8861.0,2.0,1772.1999999999998,4.0,213.8,1.6,33.0,686.0,53.0,2.0,15.839999999999998,14.0,8.0,2.319,2.0,60.6,303.0,31.439999999999998,8.0,12.0,11.0,0.773,0.773,4.08,7.0,2607.0,0.37104,7.0
La1 Si1 P3,-0.861842453,30.973762,2.19,1.914,0.3311999999999999,9.57,3.0,22.5702380952,107.0,1.09,12.4,1.0400000000000005,83.0,317.3,15.0,107.0,0.96,317.3,2.0,11.0,5.0,83.0,0.32,127.8,2.2,28.0855,2.0,20.44,15.0,14.0,427.0,3.0,3831.9,3.0,766.38,3.0,85.40000000000002,0.2,225.0,639.0,62.0,3.0,100.08,15.0,1.0,5.648,3.0,68.0,340.0,31.680000000000007,5.0,13.0,12.0,1.625,1.625,3.76,1.0,1687.0,0.59448,1.0
La1 Si1 Pt3,-1.19652086,195.084,2.28,1.968,0.3743999999999998,9.84,6.0,15.02,136.0,1.1799999999999995,9.4,1.2800000000000002,63.0,2041.4,78.0,111.0,0.6400000000000001,1193.0,225.0,2.0,24.0,78.0,4.08,145.2,0.4,28.0855,194.0,15.02,10.0,14.0,1096.0,0.0,9004.2,0.0,1800.84,2.0,219.2,5.6,33.0,726.0,47.0,2.0,10.079999999999991,14.0,28.0,0.773,2.0,56.0,280.0,24.719999999999995,24.0,4.0,11.0,0.773,0.773,2.56,9.0,2041.4,0.24736,9.0
La1 Sn3 Ru1,-0.531184291,118.71,2.2,1.836,0.2944000000000001,9.18,5.0,33.285,139.0,1.1,10.6,1.92,80.0,505.08,50.0,139.0,0.96,505.08,141.0,6.0,14.0,80.0,2.88,154.0,1.2,101.07,141.0,13.51,14.0,44.0,811.0,4.0,5315.24,2.0,1063.048,4.0,162.20000000000002,7.6,53.0,770.0,53.0,2.0,25.44,14.0,38.0,0.0,2.0,61.8,309.0,21.200000000000003,14.0,12.0,11.0,0.0,0.0,4.08,10.0,2607.0,0.0,9.0
La1 Tc1 N3,-0.839007972,14.0067,3.04,2.424,0.7392000000000001,12.12,2.0,14.76875,71.0,1.94,11.0,1.44,82.0,63.05,7.0,71.0,1.44,63.05,194.0,9.0,5.0,82.0,1.52,113.4,1.7999999999999998,14.0067,194.0,14.285,15.0,7.0,970.0,3.0,3812.15,3.0,762.4300000000001,3.0,194.0,1.2,0.0,567.0,55.0,3.0,0.0,15.0,6.0,19.311,3.0,62.4,312.0,50.88,7.0,9.0,12.0,6.437,6.437,4.800000000000001,5.0,2430.0,3.08976,5.0
La1 Ti1 Ge3,-0.779733219,72.64,2.01,1.7339999999999998,0.3311999999999999,8.67,4.0,23.005,120.0,0.9099999999999996,9.8,1.92,79.0,1211.4,32.0,120.0,0.96,1193.0,225.0,6.0,14.0,79.0,4.08,145.4,1.2,47.867,194.0,16.69,14.0,22.0,1063.0,4.0,6768.200000000001,2.0,1353.64,4.0,212.6,6.6,31.0,727.0,49.0,2.0,14.879999999999995,14.0,33.0,1.149,2.0,58.6,293.0,30.48,14.0,12.0,11.0,0.383,0.383,5.04,10.0,1941.0,0.18384,9.0
La1 Tm1 S3,-2.458534196,32.065,2.58,2.018,0.6744,10.09,3.0,25.786875,105.0,1.48,10.8,0.96,88.0,388.36,16.0,105.0,1.92,388.36,70.0,12.0,6.0,88.0,0.32,142.4,2.4,32.065,70.0,25.786875,16.0,16.0,598.0,2.0,4176.08,4.0,835.216,2.0,119.6,0.2,124.0,712.0,54.0,4.0,59.52,16.0,1.0,6.606,4.0,62.8,314.0,44.88,15.0,6.0,13.0,2.202,2.202,6.24,1.0,1818.0,1.05696,1.0
La1 V1 Ge3,-0.57231735,72.64,2.01,1.7519999999999998,0.3095999999999999,8.76,4.0,23.005,120.0,0.9099999999999996,10.0,1.92,79.0,1211.4,32.0,120.0,0.96,1193.0,225.0,6.0,14.0,79.0,3.84,144.0,1.2,50.9415,194.0,13.01,14.0,23.0,1098.0,4.0,7010.200000000001,2.0,1402.04,4.0,219.6,6.8,35.0,720.0,50.0,2.0,10.239999999999986,14.0,34.0,1.149,2.0,59.2,296.0,28.8,14.0,12.0,11.0,0.383,0.383,4.800000000000001,10.0,2183.0,0.18384,9.0
La1 V1 O3,-3.279302451,15.9994,3.44,2.6100000000000003,0.996,13.05,2.0,9.105,66.0,2.34,11.2,0.96,87.0,54.8,8.0,66.0,1.92,54.8,12.0,12.0,6.0,87.0,0.96,111.6,2.4,15.9994,12.0,9.105,16.0,8.0,459.0,2.0,3540.4,4.0,708.08,2.0,91.8,0.8,217.0,558.0,56.0,4.0,95.76,16.0,4.0,0.0,4.0,64.0,320.0,54.72,6.0,6.0,13.0,0.0,0.0,5.76,3.0,2183.0,0.0,3.0
La1 W1 N3,-1.244283644,14.0067,3.04,2.516,0.6288,12.580000000000002,2.0,14.76875,71.0,1.94,10.8,1.44,82.0,63.05,7.0,71.0,1.44,63.05,194.0,9.0,5.0,82.0,1.2000000000000002,116.4,1.7999999999999998,14.0067,194.0,14.76875,15.0,7.0,1005.0,3.0,5077.15,3.0,1015.43,3.0,201.0,1.0,35.0,582.0,54.0,3.0,11.2,15.0,5.0,19.311,3.0,62.0,310.0,54.48,20.0,9.0,12.0,6.437,6.437,5.04,4.0,3695.0,3.08976,4.0
La1 Y1 S3,-2.46285816,32.065,2.58,2.012,0.6816,10.06,3.0,25.786875,105.0,1.48,10.8,0.96,88.0,388.36,16.0,105.0,1.92,388.36,70.0,12.0,6.0,88.0,0.48,142.4,2.4,32.065,70.0,25.786875,16.0,16.0,598.0,2.0,4157.08,4.0,831.416,2.0,119.6,0.4,124.0,712.0,54.0,4.0,59.52,16.0,2.0,6.606,4.0,57.8,289.0,44.88,6.0,6.0,13.0,2.202,2.202,6.24,1.0,1799.0,1.05696,1.0
Li1 As1 O3,-1.984634626,15.9994,3.44,2.696,0.8927999999999999,13.48,2.0,9.105,66.0,2.46,12.8,0.7200000000000001,87.0,54.8,8.0,66.0,1.2000000000000002,54.8,12.0,15.0,6.0,87.0,3.2,89.0,3.0,6.941,12.0,9.105,16.0,3.0,431.0,2.0,1708.09,4.0,341.618,2.0,86.2,2.0,217.0,445.0,64.0,4.0,89.04,16.0,10.0,0.0,4.0,69.19999999999999,346.0,27.6,15.0,9.0,15.0,0.0,0.0,4.72,10.0,1090.0,0.0,10.0
Li1 B1 Pt3,-0.565376087,195.084,2.28,1.972,0.3967999999999999,9.86,6.0,15.02,136.0,1.2999999999999998,8.8,1.6,63.0,2041.4,78.0,84.0,0.32,453.69,225.0,1.0,24.0,72.0,4.32,124.0,0.2,6.941,166.0,7.1725,10.0,3.0,1070.0,0.0,8925.890000000001,0.0,1785.178,2.0,214.0,5.4,63.0,620.0,44.0,1.0,19.200000000000003,13.0,27.0,1.524,1.0,52.4,262.0,16.0,24.0,5.0,12.0,1.524,1.524,3.12,9.0,2348.0,0.48768,9.0
Li1 Bi1 O3,-1.635298933,15.9994,3.44,2.664,0.9312,13.32,2.0,9.105,66.0,2.46,12.8,0.7200000000000001,87.0,54.8,8.0,66.0,1.2000000000000002,54.8,12.0,15.0,6.0,87.0,3.2,94.8,3.0,6.941,12.0,9.105,16.0,3.0,277.0,2.0,1162.4899999999998,4.0,232.498,2.0,55.400000000000006,2.0,217.0,474.0,64.0,4.0,69.44,16.0,10.0,0.0,4.0,69.6,348.0,34.56,29.0,9.0,15.0,0.0,0.0,4.72,10.0,544.4,0.0,10.0
Li1 Eu1 H3,-0.622832676,1.00794,2.2,1.753,0.5364000000000001,8.765,1.0,6.615,31.0,1.2200000000000002,1.4,0.0,92.0,14.01,1.0,31.0,0.0,14.01,194.0,0.0,1.0,92.0,0.0,83.8,0.0,1.00794,194.0,6.615,1.0,1.0,1040.0,0.0,1590.72,0.0,318.144,1.0,208.0,0.0,35.0,419.0,7.0,0.0,16.8,3.0,0.0,23.559,0.0,60.4,302.0,63.36,9.0,0.0,2.0,7.853,7.853,0.6399999999999999,0.0,1095.0,3.76944,0.0
Li1 Ga1 Br3,-1.41944055,79.904,2.96,2.334,0.7512,11.669999999999998,4.0,29.48,120.0,1.98,13.0,1.36,95.0,265.8,35.0,120.0,2.16,265.8,64.0,16.0,17.0,95.0,3.2,122.0,3.2,6.941,64.0,16.5933333333,17.0,3.0,485.0,1.0,1554.0,5.0,310.79999999999995,1.0,97.0,8.0,165.0,610.0,65.0,5.0,52.8,17.0,40.0,4.371,5.0,72.0,360.0,2.4000000000000004,17.0,8.0,16.0,1.457,1.457,4.800000000000001,10.0,453.69,0.69936,10.0
Li1 Ga1 Cl3,-1.508966739,35.453,3.16,2.454,0.8472000000000002,12.27,3.0,24.4975,102.0,2.18,13.0,1.36,94.0,171.6,17.0,102.0,2.16,171.6,64.0,16.0,7.0,94.0,3.2,111.2,3.2,6.941,64.0,16.5933333333,17.0,3.0,485.0,1.0,1271.4,5.0,254.28,1.0,97.0,2.0,165.0,556.0,65.0,5.0,52.8,17.0,10.0,7.478999999999999,5.0,71.4,357.0,11.04,13.0,8.0,16.0,2.493,2.493,4.800000000000001,10.0,453.69,1.19664,10.0
Li1 Ga1 I3,-1.006771275,126.90447,2.66,2.154,0.6072000000000002,10.77,5.0,43.015,139.0,1.6800000000000002,13.0,1.36,96.0,386.85,53.0,122.0,2.16,302.91,64.0,16.0,17.0,96.0,3.2,133.39999999999998,3.2,6.941,64.0,16.5933333333,17.0,3.0,485.0,1.0,1917.15,5.0,383.43,1.0,97.0,8.0,165.0,667.0,65.0,5.0,52.8,17.0,40.0,3.186,5.0,72.6,363.0,6.720000000000004,17.0,8.0,16.0,1.062,1.062,4.800000000000001,10.0,453.69,0.50976,10.0
Li1 I1 O3,-1.385911869,15.9994,3.44,2.792,0.7776000000000001,13.96,2.0,9.105,66.0,2.46,13.2,0.72,87.0,54.8,8.0,66.0,1.36,54.8,12.0,17.0,6.0,96.0,3.2,93.0,3.4,6.941,12.0,9.105,16.0,3.0,329.0,2.0,1004.94,4.0,200.988,2.0,65.80000000000001,2.0,217.0,465.0,66.0,5.0,65.28,17.0,10.0,1.062,5.0,71.6,358.0,32.400000000000006,17.0,7.0,16.0,1.062,1.062,4.880000000000001,10.0,453.69,0.33984,10.0
Li1 N1 O3,-1.386762499,15.9994,3.44,2.8680000000000003,0.7551999999999999,14.34,2.0,9.105,66.0,2.46,12.8,0.7200000000000001,87.0,54.8,8.0,66.0,1.2000000000000002,54.8,12.0,15.0,6.0,87.0,0.0,79.4,3.0,6.941,12.0,9.105,16.0,3.0,459.0,2.0,681.14,4.0,136.228,2.0,91.8,0.0,217.0,397.0,64.0,4.0,95.76,16.0,0.0,6.437,4.0,68.8,344.0,19.440000000000005,6.0,9.0,15.0,6.437,6.437,4.72,0.0,453.69,2.0598400000000003,0.0
Li1 Nb1 O3,-2.899517652,15.9994,3.44,2.58,1.032,12.9,2.0,9.105,66.0,2.46,10.8,0.96,87.0,54.8,8.0,66.0,1.92,54.8,12.0,12.0,6.0,87.0,1.2800000000000002,98.0,2.4,6.941,12.0,9.105,16.0,3.0,494.0,2.0,3368.09,4.0,673.618,2.0,98.8,0.8,217.0,490.0,54.0,4.0,104.16,16.0,4.0,0.0,4.0,61.8,309.0,38.400000000000006,6.0,6.0,15.0,0.0,0.0,6.24,4.0,2750.0,0.0,4.0
Li1 Os1 O3,-1.744555774,15.9994,3.44,2.7,0.8879999999999999,13.5,2.0,9.105,66.0,2.46,11.4,0.96,87.0,54.8,8.0,66.0,1.92,54.8,12.0,12.0,6.0,87.0,1.92,94.0,2.4,6.941,12.0,9.105,16.0,3.0,459.0,2.0,3924.09,4.0,784.8180000000001,2.0,91.8,1.2000000000000002,217.0,470.0,57.0,4.0,95.76,16.0,6.0,0.0,4.0,63.8,319.0,33.6,22.0,6.0,15.0,0.0,0.0,5.52,6.0,3306.0,0.0,6.0
Li1 P1 O3,-2.702727293,15.9994,3.44,2.698,0.8904000000000001,13.49,2.0,9.105,66.0,2.46,12.8,0.7200000000000001,87.0,54.8,8.0,66.0,1.2000000000000002,54.8,12.0,15.0,6.0,87.0,0.0,86.6,3.0,6.941,2.0,9.105,16.0,3.0,267.0,2.0,935.39,4.0,187.078,2.0,53.400000000000006,0.0,227.0,433.0,64.0,4.0,70.24000000000001,16.0,0.0,1.625,4.0,69.0,345.0,24.72,6.0,9.0,15.0,1.625,1.625,4.72,0.0,453.69,0.52,0.0
Li1 Pa1 O3,-3.339490446,15.9994,3.44,2.56,1.056,12.8,2.0,9.105,66.0,2.46,10.4,0.96,87.0,54.8,8.0,66.0,1.92,54.8,12.0,12.0,6.0,87.0,0.32,105.2,2.4,6.941,12.0,9.105,16.0,3.0,404.0,2.0,2463.09,4.0,492.618,2.0,80.80000000000001,0.2,217.0,526.0,52.0,4.0,82.56,16.0,1.0,0.0,4.0,55.99999999999999,280.0,47.04,6.0,6.0,15.0,0.0,0.0,6.720000000000001,1.0,1845.0,0.0,1.0
Li1 Sb1 O3,-2.118194097,15.9994,3.44,2.67,0.924,13.35,2.0,9.105,66.0,2.46,12.8,0.7200000000000001,87.0,54.8,8.0,66.0,1.2000000000000002,54.8,12.0,15.0,6.0,87.0,3.2,93.0,3.0,6.941,12.0,9.105,16.0,3.0,431.0,2.0,1521.87,4.0,304.374,2.0,86.2,2.0,217.0,465.0,64.0,4.0,89.04,16.0,10.0,0.0,4.0,69.39999999999999,347.0,32.400000000000006,15.0,9.0,15.0,0.0,0.0,4.72,10.0,903.78,0.0,10.0
Li1 Ta1 O3,-3.12535877,15.9994,3.44,2.56,1.056,12.8,2.0,9.105,66.0,2.46,10.8,0.96,87.0,54.8,8.0,66.0,1.92,54.8,12.0,12.0,6.0,87.0,0.96,99.2,2.4,6.941,12.0,9.105,16.0,3.0,494.0,2.0,3908.09,4.0,781.618,2.0,98.8,0.6000000000000001,217.0,496.0,54.0,4.0,104.16,16.0,3.0,0.0,4.0,62.0,310.0,39.84,19.0,6.0,15.0,0.0,0.0,6.24,3.0,3290.0,0.0,3.0
Li1 U1 O3,-3.348508901,15.9994,3.44,2.536,1.0848,12.68,2.0,9.105,66.0,2.46,10.4,0.96,87.0,54.8,8.0,66.0,1.92,54.8,12.0,12.0,6.0,87.0,0.32,104.4,2.4,6.941,12.0,9.105,16.0,3.0,328.0,2.0,2026.09,4.0,405.218,2.0,65.60000000000001,0.2,217.0,522.0,52.0,4.0,65.36000000000001,16.0,1.0,0.0,4.0,56.4,282.0,46.08,6.0,6.0,15.0,0.0,0.0,6.720000000000001,1.0,1408.0,0.0,1.0
Li1 V1 O3,-2.427956694,15.9994,3.44,2.5860000000000003,1.0248,12.93,2.0,9.105,66.0,2.46,10.8,0.96,87.0,54.8,8.0,66.0,1.92,54.8,12.0,12.0,6.0,87.0,0.96,95.8,2.4,6.941,12.0,9.105,16.0,3.0,494.0,2.0,2801.09,4.0,560.218,2.0,98.8,0.6000000000000001,217.0,479.0,54.0,4.0,104.16,16.0,3.0,0.0,4.0,61.6,308.0,35.760000000000005,6.0,6.0,15.0,0.0,0.0,6.24,3.0,2183.0,0.0,3.0
Lu3 Al1 C1,-0.481560512,174.9668,2.55,1.594,0.3888,7.97,6.0,28.865,187.0,1.2799999999999998,7.200000000000001,2.16,41.0,1936.0,71.0,76.0,0.72,933.47,194.0,3.0,17.0,77.0,0.48,151.6,0.6000000000000001,12.0107,194.0,5.64,3.0,6.0,1001.0,0.0,10564.47,0.0,2112.894,9.0,200.2,0.6,31.0,758.0,36.0,2.0,9.919999999999996,14.0,3.0,4.496,2.0,54.6,273.0,42.48,17.0,9.0,11.0,4.496,4.496,5.040000000000001,1.0,3823.0,1.43872,1.0
Lu3 Al1 N1,-1.131227488,174.9668,3.04,1.6920000000000002,0.5392000000000001,8.46,6.0,28.865,187.0,1.77,7.4,1.92,41.0,1936.0,71.0,71.0,0.96,63.05,194.0,4.0,17.0,82.0,0.48,150.6,0.8,14.0067,194.0,14.76875,3.0,7.0,1001.0,0.0,6804.52,0.0,1360.9039999999998,9.0,200.2,0.6,31.0,753.0,37.0,3.0,9.919999999999996,15.0,3.0,6.437,3.0,55.60000000000001,278.0,43.68,17.0,8.0,12.0,6.437,6.437,5.279999999999999,1.0,1936.0,2.0598400000000003,1.0
Lu3 Ga1 C1,-0.545378021,174.9668,2.55,1.634,0.4367999999999999,8.17,6.0,28.865,187.0,1.2799999999999998,7.200000000000001,2.16,41.0,1936.0,71.0,76.0,0.72,302.91,194.0,3.0,17.0,77.0,2.9600000000000004,151.79999999999998,0.6000000000000001,12.0107,64.0,5.64,3.0,6.0,840.0,0.0,9933.91,0.0,1986.782,9.0,168.0,2.6,130.0,759.0,36.0,2.0,41.6,14.0,13.0,4.496,2.0,54.8,274.0,42.24,17.0,9.0,11.0,4.496,4.496,5.040000000000001,10.0,3823.0,1.43872,10.0
Lu3 In1 C1,-0.573301741,174.9668,2.55,1.628,0.4296,8.14,6.0,28.865,187.0,1.2799999999999998,7.200000000000001,2.16,41.0,1936.0,71.0,76.0,0.72,429.75,194.0,3.0,17.0,77.0,2.9600000000000004,155.79999999999998,0.6000000000000001,12.0107,139.0,5.64,3.0,6.0,915.0,0.0,10060.75,0.0,2012.15,9.0,183.0,2.6,55.0,779.0,36.0,2.0,17.6,14.0,13.0,4.496,2.0,54.99999999999999,275.0,37.440000000000005,17.0,9.0,11.0,4.496,4.496,5.040000000000001,10.0,3823.0,1.43872,10.0
