composition,formation_energy (eV/atom),band_gap (eV),sum_Number,sum_MendeleevNumber,sum_AtomicWeight,sum_MeltingT,sum_Column,sum_Row,sum_CovalentRadius,sum_Electronegativity,sum_NsValence,sum_NpValence,sum_NdValence,sum_NfValence,sum_NValence,sum_NsUnfilled,sum_NpUnfilled,sum_NdUnfilled,sum_NfUnfilled,sum_NUnfilled,sum_GSvolume_pa,sum_GSbandgap,sum_GSmagmom,sum_SpaceGroupNumber,avg_Number,avg_MendeleevNumber,avg_AtomicWeight,avg_MeltingT,avg_Column,avg_Row,avg_CovalentRadius,avg_Electronegativity,avg_NsValence,avg_NpValence,avg_NdValence,avg_NfValence,avg_NValence,avg_NsUnfilled,avg_NpUnfilled,avg_NdUnfilled,avg_NfUnfilled,avg_NUnfilled,avg_GSvolume_pa,avg_GSbandgap,avg_GSmagmom,avg_SpaceGroupNumber,dev_Number,dev_MendeleevNumber,dev_AtomicWeight,dev_MeltingT,dev_Column,dev_Row,dev_CovalentRadius,dev_Electronegativity,dev_NsValence,dev_NpValence,dev_NdValence,dev_NfValence,dev_NValence,dev_NsUnfilled,dev_NpUnfilled,dev_NdUnfilled,dev_NfUnfilled,dev_NUnfilled,dev_GSvolume_pa,dev_GSbandgap,dev_GSmagmom,dev_SpaceGroupNumber,range_Number,range_MendeleevNumber,range_AtomicWeight,range_MeltingT,range_Column,range_Row,range_CovalentRadius,range_Electronegativity,range_NsValence,range_NpValence,range_NdValence,range_NfValence,range_NValence,range_NsUnfilled,range_NpUnfilled,range_NdUnfilled,range_NfUnfilled,range_NUnfilled,range_GSvolume_pa,range_GSbandgap,range_GSmagmom,range_SpaceGroupNumber,max_Number,max_MendeleevNumber,max_AtomicWeight,max_MeltingT,max_Column,max_Row,max_CovalentRadius,max_Electronegativity,max_NsValence,max_NpValence,max_NdValence,max_NfValence,max_NValence,max_NsUnfilled,max_NpUnfilled,max_NdUnfilled,max_NfUnfilled,max_NUnfilled,max_GSvolume_pa,max_GSbandgap,max_GSmagmom,max_SpaceGroupNumber,min_Number,min_MendeleevNumber,min_AtomicWeight,min_MeltingT,min_Column,min_Row,min_CovalentRadius,min_Electronegativity,min_NsValence,min_NpValence,min_NdValence,min_NfValence,min_NValence,min_NsUnfilled,min_NpUnfilled,min_NdUnfilled,min_NfUnfilled,min_NUnfilled,min_GSvolume_pa,min_GSbandgap,min_GSmagmom,min_SpaceGroupNumber,mode_Number,mode_MendeleevNumber,mode_AtomicWeight,mode_MeltingT,mode_Column,mode_Row,mode_CovalentRadius,mode_Electronegativity,mode_NsValence,mode_NpValence,mode_NdValence,mode_NfValence,mode_NValence,mode_NsUnfilled,mode_NpUnfilled,mode_NdUnfilled,mode_NfUnfilled,mode_NUnfilled,mode_GSvolume_pa,mode_GSbandgap,mode_GSmagmom,mode_SpaceGroupNumber
Tb1 V1 O3,-3.291628755,1.4396,112.0,336.0,257.86505,3976.4,56.0,16.0,545.0,13.16,10.0,12.0,3.0,9.0,34.0,0.0,6.0,7.0,5.0,18.0,72.0616666667,0.0,0.0,459.0,22.400000000000002,67.2,51.573010000000004,795.2800000000001,11.2,3.2,109.0,2.632,2.0,2.4,0.6000000000000001,1.8,6.8,0.0,1.2,1.4000000000000001,1.0,3.6000000000000005,14.412333333340001,0.0,0.0,91.80000000000001,17.28,23.759999999999998,42.94093600000001,888.576,5.76,1.44,51.6,0.9696,0.0,1.92,0.96,2.8800000000000003,1.6800000000000002,0.0,0.96,2.24,1.6,1.9200000000000002,6.929733333344001,0.0,0.0,95.75999999999999,57.0,58.0,142.92595,2128.2,13.0,4.0,128.0,2.23,0.0,4.0,3.0,9.0,6.0,0.0,2.0,7.0,5.0,5.0,22.6316666667,0.0,0.0,217.0,65.0,87.0,158.92535,2183.0,16.0,6.0,194.0,3.44,2.0,4.0,3.0,9.0,11.0,0.0,2.0,7.0,5.0,7.0,31.7366666667,0.0,0.0,229.0,8.0,29.0,15.9994,54.8,3.0,2.0,66.0,1.21,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0
Te1 H1 O3,-1.384043779,2.2733,77.0,443.0,176.60613999999998,901.0699999999999,65.0,12.0,367.0,14.620000000000001,9.0,16.0,10.0,0.0,35.0,1.0,8.0,0.0,0.0,9.0,68.6933333333,8.317,0.0,382.0,15.399999999999999,88.6,35.321228,180.214,13.0,2.4,73.4,2.9240000000000004,1.8,3.2,2.0,0.0,7.0,0.2,1.6,0.0,0.0,1.8,13.738666666659999,1.6634,0.0,76.4,14.639999999999997,1.9199999999999988,36.9115088,216.9784,4.800000000000001,1.04,25.840000000000003,0.6191999999999998,0.31999999999999995,1.2799999999999998,3.2,0.0,3.6,0.32000000000000006,0.6399999999999999,0.0,0.0,0.31999999999999995,8.409866666655999,2.47584,0.0,77.28,51.0,5.0,126.59205999999999,708.65,15.0,4.0,107.0,1.3399999999999999,1.0,4.0,10.0,0.0,15.0,1.0,2.0,0.0,0.0,1.0,28.148333333299995,7.853,0.0,182.0,52.0,92.0,127.6,722.66,16.0,5.0,138.0,3.44,2.0,4.0,10.0,0.0,16.0,1.0,2.0,0.0,0.0,2.0,34.7633333333,7.853,0.0,194.0,1.0,87.0,1.00794,14.01,1.0,1.0,31.0,2.1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.615,0.0,0.0,12.0,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0
Te1 Pb1 O3,-1.55089077,3.2104,158.0,432.0,382.79819999999995,1487.67,78.0,17.0,482.0,14.75,10.0,18.0,20.0,14.0,62.0,0.0,12.0,0.0,0.0,12.0,90.1883333333,0.464,0.0,413.0,31.600000000000005,86.4,76.55963999999999,297.534,15.6,3.4000000000000004,96.4,2.95,2.0,3.6,4.0,2.8000000000000003,12.4,0.0,2.4000000000000004,0.0,0.0,2.4000000000000004,18.03766666666,0.09280000000000001,0.0,82.60000000000001,28.32,2.1599999999999966,72.672288,291.2808,0.6400000000000002,1.6800000000000002,36.480000000000004,0.5879999999999999,0.0,0.6399999999999999,4.800000000000001,4.48,7.68,0.0,0.6400000000000002,0.0,0.0,0.6400000000000002,10.719199999992,0.14848000000000003,0.0,84.72,74.0,9.0,191.20059999999998,667.86,2.0,4.0,80.0,1.3399999999999999,0.0,2.0,10.0,14.0,22.0,0.0,2.0,0.0,0.0,2.0,25.658333333299996,0.464,0.0,213.0,82.0,90.0,207.2,722.66,16.0,6.0,146.0,3.44,2.0,4.0,10.0,14.0,28.0,0.0,4.0,0.0,0.0,4.0,34.7633333333,0.464,0.0,225.0,8.0,81.0,15.9994,54.8,14.0,2.0,66.0,2.1,2.0,2.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0
Th1 B1 Rh3,-0.926494236,0.0,230.0,265.0,551.56556,11082.0,43.0,24.0,716.0,10.18,7.0,1.0,26.0,0.0,34.0,3.0,5.0,14.0,0.0,22.0,80.4625,1.524,0.0,1066.0,46.0,53.0,110.31311199999999,2216.4,8.6,4.800000000000001,143.2,2.036,1.4,0.2,5.2,0.0,6.8,0.6,1.0,2.8,0.0,4.4,16.0925,0.3048,0.0,213.2,17.6,14.8,48.689979199999996,77.35999999999994,2.24,1.1199999999999997,25.11999999999999,0.2943999999999999,0.48,0.32000000000000006,3.3600000000000003,0.0,2.6399999999999997,0.48,1.6,2.08,0.0,1.6800000000000002,6.511000000000001,0.48768,0.0,18.880000000000006,85.0,56.0,221.22706,325.0,10.0,5.0,122.0,0.9799999999999998,1.0,1.0,8.0,0.0,6.0,1.0,5.0,8.0,0.0,5.0,25.197499999999998,1.524,0.0,59.0,90.0,72.0,232.03806,2348.0,13.0,7.0,206.0,2.28,2.0,1.0,8.0,0.0,9.0,1.0,5.0,8.0,0.0,8.0,32.37,1.524,0.0,225.0,5.0,16.0,10.811,2023.0,3.0,2.0,84.0,1.3,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,7.1725,0.0,0.0,166.0,45.0,59.0,102.9055,2237.0,9.0,5.0,142.0,2.28,1.0,0.0,8.0,0.0,9.0,1.0,0.0,2.0,0.0,3.0,13.64,0.0,0.0,225.0
Th1 Co1 Si3,-0.638294277,0.0,159.0,308.0,375.227755,8852.0,54.0,20.0,665.0,8.879999999999999,10.0,6.0,9.0,0.0,25.0,0.0,12.0,11.0,0.0,23.0,103.935,2.319,1.5484712,1100.0,31.799999999999997,61.599999999999994,75.045551,1770.4,10.8,4.0,133.0,1.7759999999999998,2.0,1.2,1.8000000000000003,0.0,5.0,0.0,2.4,2.2,0.0,4.6,20.787,0.4638,0.30969424,220.0,23.279999999999998,19.68,62.797003600000004,101.04000000000005,3.84,1.2000000000000002,29.2,0.1904,0.0,0.96,2.16,0.0,1.6,0.0,1.92,2.6399999999999997,0.0,1.3599999999999999,4.633199999999999,0.37104000000000004,0.49551078400000004,10.4,76.0,62.0,203.95256,336.0,11.0,4.0,95.0,0.5999999999999999,0.0,2.0,7.0,0.0,5.0,0.0,4.0,8.0,0.0,5.0,22.125,0.773,1.5484712,33.0,90.0,78.0,232.03806,2023.0,14.0,7.0,206.0,1.9,2.0,2.0,7.0,0.0,9.0,0.0,4.0,8.0,0.0,8.0,32.37,0.773,1.5484712,227.0,14.0,16.0,28.0855,1687.0,3.0,3.0,111.0,1.3,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,10.245,0.0,0.0,194.0,14.0,78.0,28.0855,1687.0,14.0,3.0,111.0,1.9,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,20.44,0.773,0.0,227.0
Th1 Mn1 Se3,-1.616431631,0.0,217.0,335.0,523.8561050000001,5024.0,58.0,23.0,705.0,10.5,10.0,12.0,37.0,0.0,59.0,0.0,6.0,13.0,0.0,19.0,120.6175862069,2.3970000000000002,0.000310120689655,484.0,43.4,67.0,104.771221,1004.8000000000001,11.6,4.6,141.0,2.0999999999999996,2.0,2.4,7.4,0.0,11.8,0.0,1.2,2.6,0.0,3.8,24.12351724138,0.4794,6.2024137931e-05,96.80000000000001,18.64,26.4,50.906735600000005,612.96,5.279999999999999,0.9599999999999999,26.0,0.5399999999999999,0.0,1.92,3.12,0.0,5.04,0.0,0.96,3.12,0.0,2.16,5.454372413792001,0.38352,9.923862068959999e-05,99.36000000000001,65.0,73.0,177.10001499999998,1529.0,13.0,3.0,86.0,1.2499999999999998,0.0,4.0,8.0,0.0,12.0,0.0,2.0,8.0,0.0,6.0,21.8824137931,0.799,0.000310120689655,211.0,90.0,89.0,232.03806,2023.0,16.0,7.0,206.0,2.55,2.0,4.0,10.0,0.0,16.0,0.0,2.0,8.0,0.0,8.0,32.37,0.799,0.000310120689655,225.0,25.0,16.0,54.938045,494.0,3.0,4.0,120.0,1.3,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,10.4875862069,0.0,0.0,14.0,34.0,89.0,78.96,494.0,16.0,4.0,120.0,2.55,2.0,4.0,10.0,0.0,16.0,0.0,2.0,0.0,0.0,2.0,25.92,0.799,0.0,14.0
Th1 Ru3 C1,-0.289765909,0.0,228.0,261.0,547.25876,13667.0,41.0,24.0,720.0,10.45,7.0,2.0,23.0,0.0,32.0,3.0,4.0,17.0,0.0,24.0,78.54,4.496,0.0,1001.0,45.6,52.2,109.451752,2733.4,8.200000000000001,4.800000000000001,144.0,2.09,1.4,0.4,4.6000000000000005,0.0,6.3999999999999995,0.6,0.8,3.4,0.0,4.8,15.708,0.8992000000000001,0.0,200.2,17.76,14.48,49.0345232,435.84000000000003,2.3200000000000007,1.1199999999999997,27.200000000000003,0.31600000000000017,0.48,0.6400000000000001,2.88,0.0,1.9200000000000002,0.48,1.2800000000000002,1.8399999999999999,0.0,1.28,6.6648000000000005,1.43872,0.0,9.919999999999995,84.0,61.0,220.02736,1800.0,11.0,5.0,130.0,1.2499999999999998,1.0,2.0,7.0,0.0,4.0,1.0,4.0,8.0,0.0,4.0,26.729999999999997,4.496,0.0,31.0,90.0,77.0,232.03806,3823.0,14.0,7.0,206.0,2.55,2.0,2.0,7.0,0.0,8.0,1.0,4.0,8.0,0.0,8.0,32.37,4.496,0.0,225.0,6.0,16.0,12.0107,2023.0,3.0,2.0,76.0,1.3,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,5.64,0.0,0.0,194.0,44.0,56.0,101.07,2607.0,8.0,5.0,146.0,2.2,1.0,0.0,7.0,0.0,8.0,1.0,0.0,3.0,0.0,4.0,13.51,0.0,0.0,194.0
Th1 Si3 Ir1,-0.861921389,0.0,209.0,310.0,508.51156000000003,9823.0,54.0,22.0,680.0,9.2,10.0,6.0,9.0,14.0,39.0,0.0,12.0,11.0,0.0,23.0,107.9,2.319,0.0,1131.0,41.8,62.0,101.702312,1964.6,10.8,4.4,136.0,1.8399999999999999,2.0,1.2,1.8000000000000003,2.8000000000000003,7.800000000000001,0.0,2.4,2.2,0.0,4.6,21.58,0.4638,0.0,226.2,33.36,19.2,88.34017440000001,333.12,3.84,1.6800000000000002,30.0,0.21600000000000008,0.0,0.96,2.16,4.48,6.08,0.0,1.92,2.64,0.0,1.3599999999999999,4.315999999999997,0.37104000000000004,0.0,0.9600000000000023,76.0,62.0,203.95256,1052.0,11.0,4.0,95.0,0.9000000000000001,0.0,2.0,7.0,14.0,19.0,0.0,4.0,8.0,0.0,5.0,18.159999999999997,0.773,0.0,2.0,90.0,78.0,232.03806,2739.0,14.0,7.0,206.0,2.2,2.0,2.0,7.0,14.0,23.0,0.0,4.0,8.0,0.0,8.0,32.37,0.773,0.0,227.0,14.0,16.0,28.0855,1687.0,3.0,3.0,111.0,1.3,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,14.21,0.0,0.0,225.0,14.0,78.0,28.0855,1687.0,14.0,3.0,111.0,1.9,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,20.44,0.773,0.0,227.0
Th1 Si3 Os1,-0.703330793,0.0,208.0,307.0,506.52455999999995,10390.0,53.0,22.0,683.0,9.2,10.0,6.0,8.0,14.0,38.0,0.0,12.0,12.0,0.0,24.0,107.78,2.319,0.0,1100.0,41.6,61.4,101.304912,2078.0,10.6,4.4,136.6,1.8399999999999999,2.0,1.2,1.6,2.8000000000000003,7.6000000000000005,0.0,2.4,2.4000000000000004,0.0,4.8,21.556,0.4638,0.0,220.0,33.12,19.919999999999998,87.8632944,491.20000000000005,4.08,1.6800000000000002,30.72,0.21600000000000008,0.0,0.96,1.9200000000000002,4.48,5.76,0.0,1.92,2.88,0.0,1.28,4.3256,0.37104000000000004,0.0,10.4,76.0,62.0,203.95256,1619.0,11.0,4.0,95.0,0.9000000000000001,0.0,2.0,6.0,14.0,18.0,0.0,4.0,8.0,0.0,4.0,18.279999999999998,0.773,0.0,33.0,90.0,78.0,232.03806,3306.0,14.0,7.0,206.0,2.2,2.0,2.0,6.0,14.0,22.0,0.0,4.0,8.0,0.0,8.0,32.37,0.773,0.0,227.0,14.0,16.0,28.0855,1687.0,3.0,3.0,111.0,1.3,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,14.09,0.0,0.0,194.0,14.0,78.0,28.0855,1687.0,14.0,3.0,111.0,1.9,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,20.44,0.773,0.0,227.0
Th1 Si3 Rh1,-0.830521597,0.0,177.0,309.0,419.20006,9321.0,54.0,21.0,681.0,9.28,9.0,6.0,10.0,0.0,25.0,1.0,12.0,10.0,0.0,23.0,107.33,2.319,0.0,1131.0,35.4,61.8,83.840012,1864.2,10.8,4.2,136.2,1.8559999999999999,1.8,1.2,2.0,0.0,5.0,0.2,2.4,2.0,0.0,4.6,21.466,0.4638,0.0,226.2,25.68,19.44,66.9054144,212.64,3.84,1.44,30.24,0.2224,0.32,0.96,2.4000000000000004,0.0,1.6,0.32000000000000006,1.92,2.4000000000000004,0.0,1.3599999999999999,4.361599999999999,0.37104000000000004,0.0,0.9600000000000023,76.0,62.0,203.95256,550.0,11.0,4.0,95.0,0.9799999999999998,1.0,2.0,8.0,0.0,5.0,1.0,4.0,8.0,0.0,5.0,18.729999999999997,0.773,0.0,2.0,90.0,78.0,232.03806,2237.0,14.0,7.0,206.0,2.28,2.0,2.0,8.0,0.0,9.0,1.0,4.0,8.0,0.0,8.0,32.37,0.773,0.0,227.0,14.0,16.0,28.0855,1687.0,3.0,3.0,111.0,1.3,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,13.64,0.0,0.0,225.0,14.0,78.0,28.0855,1687.0,14.0,3.0,111.0,1.9,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,20.44,0.773,0.0,227.0
Th1 Si3 Ru1,-0.747310814,0.0,176.0,306.0,417.36456,9691.0,53.0,21.0,685.0,9.2,9.0,6.0,9.0,0.0,24.0,1.0,12.0,11.0,0.0,24.0,107.2,2.319,0.0,1100.0,35.2,61.2,83.472912,1938.1999999999998,10.6,4.2,137.0,1.8399999999999999,1.8,1.2,1.8000000000000003,0.0,4.800000000000001,0.2,2.4,2.2,0.0,4.8,21.439999999999998,0.4638,0.0,220.0,25.439999999999998,20.159999999999997,66.4648944,301.43999999999994,4.08,1.44,31.2,0.21600000000000008,0.32,0.96,2.16,0.0,1.2800000000000005,0.32000000000000006,1.92,2.64,0.0,1.28,4.371999999999997,0.37104000000000004,0.0,10.4,76.0,62.0,203.95256,920.0,11.0,4.0,95.0,0.9000000000000001,1.0,2.0,7.0,0.0,4.0,1.0,4.0,8.0,0.0,4.0,18.86,0.773,0.0,33.0,90.0,78.0,232.03806,2607.0,14.0,7.0,206.0,2.2,2.0,2.0,7.0,0.0,8.0,1.0,4.0,8.0,0.0,8.0,32.37,0.773,0.0,227.0,14.0,16.0,28.0855,1687.0,3.0,3.0,111.0,1.3,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,13.51,0.0,0.0,194.0,14.0,78.0,28.0855,1687.0,14.0,3.0,111.0,1.9,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,20.44,0.773,0.0,227.0
Th1 Ta1 N3,-1.738882807,0.3495,184.0,310.0,455.00604000000004,5502.15,53.0,19.0,589.0,11.920000000000002,10.0,9.0,5.0,14.0,38.0,0.0,9.0,15.0,0.0,24.0,94.79625,19.311,0.0,1036.0,36.800000000000004,62.0,91.001208,1100.4299999999998,10.6,3.8000000000000007,117.80000000000001,2.384,2.0,1.7999999999999998,1.0,2.8000000000000003,7.6000000000000005,0.0,1.7999999999999998,3.0,0.0,4.8,18.95925,3.8622,0.0,207.2,35.760000000000005,24.0,92.39340960000001,1244.856,5.279999999999999,2.16,56.16,0.7872,0.0,1.44,1.2000000000000002,4.48,4.5600000000000005,0.0,1.44,3.5999999999999996,0.0,2.16,5.3643,3.08976,0.0,15.839999999999996,83.0,66.0,218.03136,3226.95,12.0,5.0,135.0,1.74,0.0,3.0,3.0,14.0,15.0,0.0,3.0,8.0,0.0,5.0,17.601249999999997,6.437,0.0,35.0,90.0,82.0,232.03806,3290.0,15.0,7.0,206.0,3.04,2.0,3.0,3.0,14.0,19.0,0.0,3.0,8.0,0.0,8.0,32.37,6.437,0.0,229.0,7.0,16.0,14.0067,63.05,3.0,2.0,71.0,1.3,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,14.76875,0.0,0.0,194.0,7.0,82.0,14.0067,63.05,15.0,2.0,71.0,3.04,2.0,3.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,3.0,14.76875,6.437,0.0,194.0
Ti3 Al1 C1,-0.592062987,0.0,85.0,279.0,182.5932386,10579.470000000001,39.0,17.0,677.0,8.780000000000001,10.0,3.0,6.0,0.0,19.0,0.0,9.0,24.0,0.0,33.0,72.19000000000001,4.496,6.75999999999e-05,1001.0,17.0,55.800000000000004,36.518647720000004,2115.894,7.800000000000001,3.4,135.4,1.756,2.0,0.6000000000000001,1.2,0.0,3.8,0.0,1.8,4.8,0.0,6.6,14.438000000000002,0.8992000000000001,1.3519999999980001e-05,200.2,6.0,15.36,13.618022735999997,682.8423999999999,4.5600000000000005,0.72,29.52,0.3175999999999999,0.0,0.72,0.96,0.0,0.3200000000000001,0.0,2.16,3.84,0.0,1.6800000000000002,3.5191999999999997,1.43872,1.0815999999983999e-05,9.919999999999995,16.0,34.0,35.8563,2889.5299999999997,10.0,2.0,84.0,1.0099999999999998,0.0,2.0,2.0,0.0,1.0,0.0,5.0,8.0,0.0,4.0,11.05,4.496,2.25333333333e-05,31.0,22.0,77.0,47.867,3823.0,14.0,4.0,160.0,2.55,2.0,2.0,2.0,0.0,4.0,0.0,5.0,8.0,0.0,8.0,16.69,4.496,2.25333333333e-05,225.0,6.0,43.0,12.0107,933.47,4.0,2.0,76.0,1.54,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,5.64,0.0,0.0,194.0,22.0,43.0,47.867,1941.0,4.0,4.0,160.0,1.54,2.0,0.0,2.0,0.0,4.0,0.0,0.0,8.0,0.0,8.0,16.69,0.0,2.25333333333e-05,194.0
Ti3 In1 C1,-0.542865947,0.0,121.0,281.0,270.42969999999997,10075.75,39.0,19.0,698.0,8.95,10.0,3.0,16.0,0.0,29.0,0.0,9.0,24.0,0.0,33.0,79.97000000000001,4.496,6.75999999999e-05,915.0,24.2,56.199999999999996,54.08594,2015.15,7.800000000000001,3.8,139.6,1.79,2.0,0.6000000000000001,3.2,0.0,5.8,0.0,1.8,4.8,0.0,6.6,15.994000000000002,0.8992000000000001,1.3519999999980001e-05,183.0,9.92,15.84,24.292824000000003,723.1400000000001,4.5600000000000005,0.7200000000000002,25.440000000000005,0.30399999999999994,0.0,0.72,2.72,0.0,2.88,0.0,2.16,3.84,0.0,1.6800000000000002,4.1416,1.43872,1.0815999999983999e-05,17.6,43.0,34.0,102.8073,3393.25,10.0,3.0,84.0,1.0099999999999998,0.0,2.0,10.0,0.0,9.0,0.0,5.0,8.0,0.0,4.0,18.62,4.496,2.25333333333e-05,55.0,49.0,77.0,114.818,3823.0,14.0,5.0,160.0,2.55,2.0,2.0,10.0,0.0,13.0,0.0,5.0,8.0,0.0,8.0,24.26,4.496,2.25333333333e-05,194.0,6.0,43.0,12.0107,429.75,4.0,2.0,76.0,1.54,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,5.64,0.0,0.0,139.0,22.0,43.0,47.867,1941.0,4.0,4.0,160.0,1.54,2.0,0.0,2.0,0.0,4.0,0.0,0.0,8.0,0.0,8.0,16.69,0.0,2.25333333333e-05,194.0
Ti3 Pd1 O1,-1.454954431,0.0,120.0,278.0,266.0204,7705.85,38.0,19.0,685.0,10.26,8.0,4.0,16.0,0.0,28.0,0.0,2.0,24.0,0.0,26.0,73.58500000000001,0.0,6.75999999999e-05,819.0,24.0,55.60000000000001,53.20408,1541.17,7.6000000000000005,3.8,137.0,2.052,1.6,0.8,3.2,0.0,5.6000000000000005,0.0,0.4,4.8,0.0,5.2,14.717,0.0,1.3519999999980001e-05,163.79999999999998,8.8,15.120000000000001,21.286368000000003,594.548,4.32,0.7200000000000002,28.4,0.6144000000000001,0.64,1.2800000000000002,2.72,0.0,1.9200000000000002,0.0,0.6400000000000001,3.84,0.0,3.36,2.3676000000000004,0.0,1.0815999999983999e-05,60.72000000000001,38.0,44.0,90.42060000000001,1886.2,12.0,3.0,94.0,1.9,2.0,4.0,10.0,0.0,6.0,0.0,2.0,8.0,0.0,8.0,7.585000000000001,0.0,2.25333333333e-05,213.0,46.0,87.0,106.42,1941.0,16.0,5.0,160.0,3.44,2.0,4.0,10.0,0.0,10.0,0.0,2.0,8.0,0.0,8.0,16.69,0.0,2.25333333333e-05,225.0,8.0,43.0,15.9994,54.8,4.0,2.0,66.0,1.54,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,9.105,0.0,0.0,12.0,22.0,43.0,47.867,1941.0,4.0,4.0,160.0,1.54,2.0,0.0,2.0,0.0,4.0,0.0,0.0,8.0,0.0,8.0,16.69,0.0,2.25333333333e-05,194.0
La3 Tl1 C1,-0.289524727,0.0,258.0,192.0,633.11041,7979.0,36.0,26.0,842.0,7.47,10.0,3.0,13.0,14.0,40.0,0.0,9.0,27.0,0.0,36.0,143.24249999999998,4.496,0.0,970.0,51.599999999999994,38.4,126.622082,1595.8,7.200000000000001,5.2,168.39999999999998,1.4940000000000002,2.0,0.6000000000000001,2.6,2.8000000000000003,8.0,0.0,1.8,5.3999999999999995,0.0,7.199999999999999,28.648500000000002,0.8992000000000001,0.0,194.0,18.240000000000002,30.479999999999997,45.8445528,890.8799999999999,5.040000000000001,1.28,46.32000000000001,0.4728,0.0,0.72,2.9600000000000004,4.48,7.6000000000000005,0.0,2.16,4.32,0.0,2.16,9.8988,1.43872,0.0,0.0,75.0,64.0,192.37259999999998,3246.0,11.0,4.0,131.0,1.4499999999999997,0.0,2.0,10.0,14.0,24.0,0.0,5.0,9.0,0.0,5.0,31.2575,4.496,0.0,0.0,81.0,77.0,204.3833,3823.0,14.0,6.0,207.0,2.55,2.0,2.0,10.0,14.0,27.0,0.0,5.0,9.0,0.0,9.0,36.8975,4.496,0.0,194.0,6.0,13.0,12.0107,577.0,3.0,2.0,76.0,1.1,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,5.64,0.0,0.0,194.0,57.0,13.0,138.90547,1193.0,3.0,6.0,207.0,1.1,2.0,0.0,1.0,0.0,3.0,0.0,0.0,9.0,0.0,9.0,36.8975,0.0,0.0,194.0
La1 Al3 Au1,-0.660585451,0.0,175.0,298.0,416.81665480000004,5330.74,53.0,21.0,706.0,8.469999999999999,9.0,3.0,11.0,14.0,37.0,1.0,15.0,9.0,0.0,25.0,103.03750000000001,0.0,0.0,1094.0,35.0,59.6,83.36333096,1066.1480000000001,10.600000000000001,4.2,141.2,1.694,1.8,0.6,2.2,2.8000000000000003,7.4,0.2,3.0,1.8,0.0,5.0,20.607499999999998,0.0,0.0,218.8,26.400000000000002,18.64,67.65815083199999,159.21359999999999,3.039999999999999,1.44,26.319999999999993,0.3383999999999999,0.32,0.48,3.12,4.48,7.040000000000001,0.32000000000000006,2.4000000000000004,2.8800000000000003,0.0,1.6,6.515999999999998,0.0,0.0,9.919999999999995,66.0,60.0,169.9850304,403.8599999999999,10.0,3.0,86.0,1.44,1.0,1.0,10.0,14.0,22.0,1.0,5.0,9.0,0.0,8.0,20.4175,0.0,0.0,31.0,79.0,73.0,196.966569,1337.33,13.0,6.0,207.0,2.54,2.0,1.0,10.0,14.0,25.0,1.0,5.0,9.0,0.0,9.0,36.8975,0.0,0.0,225.0,13.0,13.0,26.9815386,933.47,3.0,3.0,121.0,1.1,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,16.48,0.0,0.0,194.0,13.0,73.0,26.9815386,933.47,13.0,3.0,121.0,1.61,2.0,1.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,5.0,16.48,0.0,0.0,225.0
