composition,formation_energy (eV/atom),band_gap (eV),sum_Number,sum_MendeleevNumber,sum_AtomicWeight,sum_MeltingT,sum_Column,sum_Row,sum_CovalentRadius,sum_Electronegativity,sum_NsValence,sum_NpValence,sum_NdValence,sum_NfValence,sum_NValence,sum_NsUnfilled,sum_NpUnfilled,sum_NdUnfilled,sum_NfUnfilled,sum_NUnfilled,sum_GSvolume_pa,sum_GSbandgap,sum_GSmagmom,sum_SpaceGroupNumber,avg_Number,avg_MendeleevNumber,avg_AtomicWeight,avg_MeltingT,avg_Column,avg_Row,avg_CovalentRadius,avg_Electronegativity,avg_NsValence,avg_NpValence,avg_NdValence,avg_NfValence,avg_NValence,avg_NsUnfilled,avg_NpUnfilled,avg_NdUnfilled,avg_NfUnfilled,avg_NUnfilled,avg_GSvolume_pa,avg_GSbandgap,avg_GSmagmom,avg_SpaceGroupNumber,dev_Number,dev_MendeleevNumber,dev_AtomicWeight,dev_MeltingT,dev_Column,dev_Row,dev_CovalentRadius,dev_Electronegativity,dev_NsValence,dev_NpValence,dev_NdValence,dev_NfValence,dev_NValence,dev_NsUnfilled,dev_NpUnfilled,dev_NdUnfilled,dev_NfUnfilled,dev_NUnfilled,dev_GSvolume_pa,dev_GSbandgap,dev_GSmagmom,dev_SpaceGroupNumber,range_Number,range_MendeleevNumber,range_AtomicWeight,range_MeltingT,range_Column,range_Row,range_CovalentRadius,range_Electronegativity,range_NsValence,range_NpValence,range_NdValence,range_NfValence,range_NValence,range_NsUnfilled,range_NpUnfilled,range_NdUnfilled,range_NfUnfilled,range_NUnfilled,range_GSvolume_pa,range_GSbandgap,range_GSmagmom,range_SpaceGroupNumber,max_Number,max_MendeleevNumber,max_AtomicWeight,max_MeltingT,max_Column,max_Row,max_CovalentRadius,max_Electronegativity,max_NsValence,max_NpValence,max_NdValence,max_NfValence,max_NValence,max_NsUnfilled,max_NpUnfilled,max_NdUnfilled,max_NfUnfilled,max_NUnfilled,max_GSvolume_pa,max_GSbandgap,max_GSmagmom,max_SpaceGroupNumber,min_Number,min_MendeleevNumber,min_AtomicWeight,min_MeltingT,min_Column,min_Row,min_CovalentRadius,min_Electronegativity,min_NsValence,min_NpValence,min_NdValence,min_NfValence,min_NValence,min_NsUnfilled,min_NpUnfilled,min_NdUnfilled,min_NfUnfilled,min_NUnfilled,min_GSvolume_pa,min_GSbandgap,min_GSmagmom,min_SpaceGroupNumber,mode_Number,mode_MendeleevNumber,mode_AtomicWeight,mode_MeltingT,mode_Column,mode_Row,mode_CovalentRadius,mode_Electronegativity,mode_NsValence,mode_NpValence,mode_NdValence,mode_NfValence,mode_NValence,mode_NsUnfilled,mode_NpUnfilled,mode_NdUnfilled,mode_NfUnfilled,mode_NUnfilled,mode_GSvolume_pa,mode_GSbandgap,mode_GSmagmom,mode_SpaceGroupNumber
La1 Al3 Cu1,-0.519857547,0.0,125.0,296.0,283.39608580000004,5351.18,53.0,19.0,702.0,7.83,9.0,3.0,11.0,0.0,23.0,1.0,15.0,9.0,0.0,25.0,97.4075,0.0,0.0,1094.0,25.0,59.2,56.67921716,1070.236,10.600000000000001,3.8,140.4,1.5659999999999998,1.8,0.6,2.2,0.0,4.6,0.2,3.0,1.8,0.0,5.0,19.481499999999997,0.0,0.0,218.8,14.4,18.479999999999997,35.637214272,164.1192,3.039999999999999,0.96,26.64,0.18640000000000012,0.32,0.48,3.12,0.0,2.56,0.32000000000000006,2.4000000000000004,2.8800000000000003,0.0,1.6,6.966399999999998,0.0,0.0,9.919999999999995,44.0,60.0,111.92393140000001,424.29999999999995,10.0,3.0,86.0,0.7999999999999998,1.0,1.0,10.0,0.0,8.0,1.0,5.0,9.0,0.0,8.0,25.8275,0.0,0.0,31.0,57.0,73.0,138.90547,1357.77,13.0,6.0,207.0,1.9,2.0,1.0,10.0,0.0,11.0,1.0,5.0,9.0,0.0,9.0,36.8975,0.0,0.0,225.0,13.0,13.0,26.9815386,933.47,3.0,3.0,121.0,1.1,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,11.07,0.0,0.0,194.0,13.0,73.0,26.9815386,933.47,13.0,3.0,121.0,1.61,2.0,1.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,5.0,16.48,0.0,0.0,225.0
La1 Al1 O3,-3.722466563,3.7121,94.0,347.0,213.8852086,2290.8700000000003,64.0,15.0,526.0,13.030000000000001,10.0,13.0,1.0,0.0,24.0,0.0,11.0,9.0,0.0,20.0,80.6925,0.0,0.0,455.0,18.8,69.4,42.77704172000001,458.17400000000004,12.8,3.0,105.20000000000002,2.606,2.0,2.6,0.2,0.0,4.8,0.0,2.2,1.8,0.0,4.0,16.1385,0.0,0.0,91.00000000000001,15.280000000000001,22.559999999999995,38.451371312000006,484.0488,3.9199999999999995,1.2000000000000002,47.040000000000006,1.0008,0.0,1.6800000000000002,0.32000000000000006,0.0,1.44,0.0,1.12,2.8800000000000003,0.0,2.4,8.4402,0.0,0.0,94.80000000000001,49.0,74.0,122.90607000000001,1138.2,13.0,4.0,141.0,2.34,0.0,4.0,1.0,0.0,3.0,0.0,5.0,9.0,0.0,7.0,27.7925,0.0,0.0,213.0,57.0,87.0,138.90547,1193.0,16.0,6.0,207.0,3.44,2.0,4.0,1.0,0.0,6.0,0.0,5.0,9.0,0.0,9.0,36.8975,0.0,0.0,225.0,8.0,13.0,15.9994,54.8,3.0,2.0,66.0,1.1,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0
La1 As1 O3,-2.863692103,2.693,114.0,358.0,261.82527,2447.4,66.0,16.0,524.0,13.600000000000001,10.0,15.0,11.0,0.0,36.0,0.0,9.0,9.0,0.0,18.0,86.3875,0.0,0.0,396.0,22.8,71.6,52.36505400000001,489.48,13.2,3.2,104.80000000000001,2.72,2.0,3.0,2.2,0.0,7.199999999999999,0.0,1.8,1.8,0.0,3.6000000000000005,17.2775,0.0,0.0,79.2,17.76,23.440000000000005,43.638784799999996,521.616,4.080000000000001,1.44,46.56,0.8639999999999999,0.0,1.2000000000000002,3.12,0.0,3.12,0.0,0.7200000000000001,2.8800000000000003,0.0,2.16,9.807,0.0,0.0,80.64,49.0,74.0,122.90607000000001,1138.2,13.0,4.0,141.0,2.34,0.0,4.0,10.0,0.0,12.0,0.0,3.0,9.0,0.0,7.0,27.7925,0.0,0.0,182.0,57.0,87.0,138.90547,1193.0,16.0,6.0,207.0,3.44,2.0,4.0,10.0,0.0,15.0,0.0,3.0,9.0,0.0,9.0,36.8975,0.0,0.0,194.0,8.0,13.0,15.9994,54.8,3.0,2.0,66.0,1.1,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0
La1 Au1 O3,-2.314873116,1.7977,160.0,340.0,383.87023899999997,2694.73,62.0,18.0,541.0,13.96,9.0,12.0,11.0,14.0,46.0,1.0,6.0,9.0,0.0,16.0,80.9125,0.0,0.0,455.0,32.0,68.0,76.7740478,538.946,12.4,3.6000000000000005,108.20000000000002,2.792,1.8,2.4,2.2,2.8000000000000003,9.2,0.2,1.2,1.8,0.0,3.2,16.1825,0.0,0.0,91.00000000000001,28.799999999999997,22.8,72.92957736,580.9752,4.32,1.9200000000000002,50.64,0.7776000000000001,0.31999999999999995,1.92,3.12,4.48,6.32,0.32000000000000006,0.96,2.8800000000000003,0.0,2.3200000000000003,8.492999999999999,0.0,0.0,94.80000000000001,71.0,74.0,180.96716899999998,1282.53,13.0,4.0,141.0,2.34,1.0,4.0,10.0,14.0,22.0,1.0,2.0,9.0,0.0,8.0,27.7925,0.0,0.0,213.0,79.0,87.0,196.966569,1337.33,16.0,6.0,207.0,3.44,2.0,4.0,10.0,14.0,25.0,1.0,2.0,9.0,0.0,9.0,36.8975,0.0,0.0,225.0,8.0,13.0,15.9994,54.8,3.0,2.0,66.0,1.1,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,9.105,0.0,0.0,12.0,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0
La1 B1 O3,-3.52114555,4.5007,86.0,346.0,197.71467,3705.4,64.0,14.0,489.0,13.46,10.0,13.0,1.0,0.0,24.0,0.0,11.0,9.0,0.0,20.0,71.385,1.524,0.0,396.0,17.2,69.19999999999999,39.542934,741.08,12.8,2.8,97.80000000000001,2.692,2.0,2.6,0.2,0.0,4.8,0.0,2.2,1.8,0.0,4.0,14.277000000000001,0.3048,0.0,79.2,15.92,22.480000000000008,39.7450144,823.5360000000001,3.9199999999999995,1.2799999999999998,43.68000000000001,0.8976,0.0,1.6800000000000002,0.32000000000000006,0.0,1.44,0.0,1.12,2.8800000000000003,0.0,2.4,9.048200000000001,0.48768,0.0,80.64,52.0,74.0,128.09447,2293.2,13.0,4.0,141.0,2.34,0.0,4.0,1.0,0.0,3.0,0.0,5.0,9.0,0.0,7.0,29.725,1.524,0.0,182.0,57.0,87.0,138.90547,2348.0,16.0,6.0,207.0,3.44,2.0,4.0,1.0,0.0,6.0,0.0,5.0,9.0,0.0,9.0,36.8975,1.524,0.0,194.0,5.0,13.0,10.811,54.8,3.0,2.0,66.0,1.1,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,7.1725,0.0,0.0,12.0,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0
La1 B1 Rh3,-0.697862201,0.0,197.0,262.0,458.43297,10252.0,43.0,23.0,717.0,9.98,7.0,1.0,25.0,0.0,33.0,3.0,5.0,15.0,0.0,23.0,84.99000000000001,1.524,0.0,1035.0,39.4,52.4,91.686594,2050.4,8.6,4.6,143.4,1.996,1.4,0.2,5.0,0.0,6.6,0.6,1.0,3.0,0.0,4.6,16.997999999999998,0.3048,0.0,207.0,13.760000000000002,15.760000000000002,32.35023760000001,342.9599999999999,2.24,1.0400000000000003,25.440000000000005,0.3583999999999999,0.48,0.32000000000000006,3.5999999999999996,0.0,2.88,0.48,1.6,2.4000000000000004,0.0,1.92,7.959799999999998,0.48768,0.0,21.6,52.0,59.0,128.09447,1155.0,10.0,4.0,123.0,1.1799999999999997,1.0,1.0,8.0,0.0,6.0,1.0,5.0,9.0,0.0,6.0,29.725,1.524,0.0,59.0,57.0,72.0,138.90547,2348.0,13.0,6.0,207.0,2.28,2.0,1.0,8.0,0.0,9.0,1.0,5.0,9.0,0.0,9.0,36.8975,1.524,0.0,225.0,5.0,13.0,10.811,1193.0,3.0,2.0,84.0,1.1,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,7.1725,0.0,0.0,166.0,45.0,59.0,102.9055,2237.0,9.0,5.0,142.0,2.28,1.0,0.0,8.0,0.0,9.0,1.0,0.0,2.0,0.0,3.0,13.64,0.0,0.0,225.0
La1 Co1 Ge3,-0.584309911,0.0,180.0,308.0,415.758665,6595.200000000001,54.0,22.0,693.0,9.01,10.0,6.0,38.0,0.0,54.0,0.0,12.0,12.0,0.0,24.0,116.1575,1.149,1.5484712,1063.0,36.0,61.6,83.15173300000001,1319.04,10.8,4.4,138.60000000000002,1.8019999999999998,2.0,1.2,7.6,0.0,10.8,0.0,2.4,2.4000000000000004,0.0,4.800000000000001,23.231499999999997,0.2298,0.30969424,212.60000000000002,8.4,20.880000000000003,22.301494800000008,179.58399999999995,3.84,0.6400000000000002,27.360000000000014,0.28079999999999994,0.0,0.96,2.88,0.0,3.84,0.0,1.92,2.88,0.0,1.6800000000000004,5.466399999999999,0.18384,0.49551078400000004,14.879999999999995,30.0,66.0,79.97227500000001,575.0,11.0,2.0,87.0,0.9099999999999997,0.0,2.0,9.0,0.0,11.0,0.0,4.0,9.0,0.0,6.0,26.652500000000003,0.383,1.5484712,31.0,57.0,79.0,138.90547,1768.0,14.0,6.0,207.0,2.01,2.0,2.0,10.0,0.0,14.0,0.0,4.0,9.0,0.0,9.0,36.8975,0.383,1.5484712,225.0,27.0,13.0,58.933195,1193.0,3.0,4.0,120.0,1.1,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,10.245,0.0,0.0,194.0,32.0,79.0,72.64,1211.4,14.0,4.0,120.0,2.01,2.0,2.0,10.0,0.0,14.0,0.0,4.0,0.0,0.0,4.0,23.005,0.383,0.0,225.0
La1 Co1 N3,-0.641243549,0.4901,105.0,317.0,239.858765,3150.15,57.0,16.0,546.0,12.100000000000001,10.0,9.0,8.0,0.0,27.0,0.0,9.0,12.0,0.0,21.0,91.44875,19.311,1.5484712,970.0,21.0,63.4,47.97175300000001,630.0300000000001,11.4,3.2,109.20000000000002,2.42,2.0,1.7999999999999998,1.6,0.0,5.4,0.0,1.7999999999999998,2.4000000000000004,0.0,4.2,18.289749999999998,3.8622,0.30969424,194.0,16.8,22.32,40.7580636,680.376,4.32,1.44,45.84,0.744,0.0,1.44,2.16,0.0,1.4400000000000004,0.0,1.44,2.88,0.0,1.92,7.443099999999999,3.08976,0.49551078400000004,0.0,50.0,69.0,124.89877000000001,1704.95,12.0,4.0,136.0,1.94,0.0,3.0,7.0,0.0,6.0,0.0,3.0,9.0,0.0,6.0,26.652500000000003,6.437,1.5484712,0.0,57.0,82.0,138.90547,1768.0,15.0,6.0,207.0,3.04,2.0,3.0,7.0,0.0,9.0,0.0,3.0,9.0,0.0,9.0,36.8975,6.437,1.5484712,194.0,7.0,13.0,14.0067,63.05,3.0,2.0,71.0,1.1,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,10.245,0.0,0.0,194.0,7.0,82.0,14.0067,63.05,15.0,2.0,71.0,3.04,2.0,3.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,3.0,14.76875,6.437,0.0,194.0
La1 Co1 O3,-2.599926138,0.9497,108.0,332.0,245.836865,3125.4,60.0,16.0,531.0,13.3,10.0,12.0,8.0,0.0,30.0,0.0,6.0,12.0,0.0,18.0,74.4575,0.0,1.5484712,424.0,21.6,66.39999999999999,49.167373000000005,625.08,12.0,3.2,106.20000000000002,2.66,2.0,2.4,1.6,0.0,6.0,0.0,1.2,2.4000000000000004,0.0,3.6000000000000005,14.8915,0.0,0.30969424,84.80000000000001,16.32,24.720000000000002,39.801567600000006,684.336,4.800000000000001,1.44,48.24,0.9359999999999999,0.0,1.92,2.16,0.0,1.2000000000000002,0.0,0.96,2.88,0.0,2.16,8.8024,0.0,0.49551078400000004,87.36000000000001,49.0,74.0,122.90607000000001,1713.2,13.0,4.0,141.0,2.34,0.0,4.0,7.0,0.0,6.0,0.0,2.0,9.0,0.0,7.0,27.7925,0.0,1.5484712,182.0,57.0,87.0,138.90547,1768.0,16.0,6.0,207.0,3.44,2.0,4.0,7.0,0.0,9.0,0.0,2.0,9.0,0.0,9.0,36.8975,0.0,1.5484712,194.0,8.0,13.0,15.9994,54.8,3.0,2.0,66.0,1.1,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0
La1 Co1 Si3,-0.627242814,0.0,126.0,305.0,282.095165,8022.0,54.0,19.0,666.0,8.68,10.0,6.0,8.0,0.0,24.0,0.0,12.0,12.0,0.0,24.0,108.4625,2.319,1.5484712,1069.0,25.200000000000003,61.0,56.419033,1604.4,10.8,3.8,133.2,1.736,2.0,1.2,1.6,0.0,4.800000000000001,0.0,2.4,2.4000000000000004,0.0,4.800000000000001,21.692500000000003,0.4638,0.30969424,213.8,13.440000000000001,20.4,34.0002396,164.55999999999995,3.84,0.96,29.519999999999996,0.2543999999999999,0.0,0.96,2.16,0.0,1.6800000000000004,0.0,1.92,2.88,0.0,1.6800000000000004,6.082000000000002,0.37104000000000004,0.49551078400000004,15.839999999999998,43.0,65.0,110.81997000000001,575.0,11.0,3.0,96.0,0.7999999999999998,0.0,2.0,7.0,0.0,6.0,0.0,4.0,9.0,0.0,6.0,26.652500000000003,0.773,1.5484712,33.0,57.0,78.0,138.90547,1768.0,14.0,6.0,207.0,1.9,2.0,2.0,7.0,0.0,9.0,0.0,4.0,9.0,0.0,9.0,36.8975,0.773,1.5484712,227.0,14.0,13.0,28.0855,1193.0,3.0,3.0,111.0,1.1,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,10.245,0.0,0.0,194.0,14.0,78.0,28.0855,1687.0,14.0,3.0,111.0,1.9,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,20.44,0.773,0.0,227.0
La1 Cr1 Ge3,-0.487377386,0.0,177.0,299.0,408.82157,7007.200000000001,51.0,22.0,706.0,8.79,9.0,6.0,36.0,0.0,51.0,1.0,12.0,14.0,0.0,27.0,117.10249999999999,1.149,0.0,1098.0,35.400000000000006,59.8,81.764314,1401.44,10.200000000000001,4.4,141.2,1.7579999999999998,1.8,1.2,7.2,0.0,10.200000000000001,0.2,2.4,2.8,0.0,5.4,23.420499999999997,0.2298,0.0,219.60000000000002,8.640000000000004,23.04,22.8564624,311.424,4.5600000000000005,0.6400000000000002,26.319999999999993,0.3023999999999999,0.31999999999999995,0.96,3.3600000000000003,0.0,4.5600000000000005,0.32000000000000006,1.92,3.3600000000000003,0.0,1.6800000000000002,5.3908,0.18384,0.0,10.239999999999986,33.0,66.0,86.90937000000001,987.0,11.0,2.0,87.0,0.9099999999999997,1.0,2.0,9.0,0.0,11.0,1.0,4.0,9.0,0.0,5.0,25.707500000000003,0.383,0.0,35.0,57.0,79.0,138.90547,2180.0,14.0,6.0,207.0,2.01,2.0,2.0,10.0,0.0,14.0,1.0,4.0,9.0,0.0,9.0,36.8975,0.383,0.0,229.0,24.0,13.0,51.9961,1193.0,3.0,4.0,120.0,1.1,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,11.19,0.0,0.0,194.0,32.0,79.0,72.64,1211.4,14.0,4.0,120.0,2.01,2.0,2.0,10.0,0.0,14.0,0.0,4.0,0.0,0.0,4.0,23.005,0.383,0.0,225.0
La1 Cr1 O3,-3.196623345,2.3706,105.0,323.0,238.89977,3537.4,57.0,16.0,544.0,13.08,9.0,12.0,6.0,0.0,27.0,1.0,6.0,14.0,0.0,21.0,75.4025,0.0,0.0,459.0,21.000000000000004,64.6,47.779954000000004,707.48,11.4,3.2,108.80000000000001,2.616,1.8,2.4,1.2,0.0,5.4,0.2,1.2,2.8,0.0,4.2,15.0805,0.0,0.0,91.80000000000001,15.600000000000001,26.880000000000003,38.136664800000005,783.216,5.52,1.44,51.36000000000001,0.9887999999999999,0.31999999999999995,1.92,1.52,0.0,0.9599999999999999,0.32000000000000006,0.96,3.3600000000000003,0.0,2.6399999999999997,8.7268,0.0,0.0,95.75999999999999,49.0,74.0,122.90607000000001,2125.2,13.0,4.0,141.0,2.34,1.0,4.0,5.0,0.0,3.0,1.0,2.0,9.0,0.0,7.0,27.7925,0.0,0.0,217.0,57.0,87.0,138.90547,2180.0,16.0,6.0,207.0,3.44,2.0,4.0,5.0,0.0,6.0,1.0,2.0,9.0,0.0,9.0,36.8975,0.0,0.0,229.0,8.0,13.0,15.9994,54.8,3.0,2.0,66.0,1.1,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0
La1 Cr1 S3,-1.759909758,0.0,129.0,326.0,287.09657,4538.08,57.0,19.0,661.0,10.5,9.0,12.0,6.0,0.0,27.0,1.0,6.0,14.0,0.0,21.0,125.448125,6.606,0.0,633.0,25.800000000000004,65.2,57.419314,907.616,11.4,3.8,132.2,2.1,1.8,2.4,1.2,0.0,5.4,0.2,1.2,2.8,0.0,4.2,25.089624999999998,1.3212,0.0,126.60000000000001,12.480000000000004,27.36,32.594462400000005,623.1071999999999,5.52,0.96,32.64,0.5760000000000001,0.31999999999999995,1.92,1.52,0.0,0.9599999999999999,0.32000000000000006,0.96,3.3600000000000003,0.0,2.6399999999999997,5.559850000000001,1.05696,0.0,67.92,41.0,75.0,106.84047000000001,1791.6399999999999,13.0,3.0,102.0,1.48,1.0,4.0,5.0,0.0,3.0,1.0,2.0,9.0,0.0,7.0,25.707500000000003,2.202,0.0,159.0,57.0,88.0,138.90547,2180.0,16.0,6.0,207.0,2.58,2.0,4.0,5.0,0.0,6.0,1.0,2.0,9.0,0.0,9.0,36.8975,2.202,0.0,229.0,16.0,13.0,32.065,388.36,3.0,3.0,105.0,1.1,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,11.19,0.0,0.0,70.0,16.0,88.0,32.065,388.36,16.0,3.0,105.0,2.58,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,25.786875,2.202,0.0,70.0
La1 Cr1 Se3,-1.573557187,0.0,183.0,329.0,427.78157,4855.0,57.0,22.0,706.0,10.41,9.0,12.0,36.0,0.0,57.0,1.0,6.0,14.0,0.0,21.0,125.8475,2.3970000000000002,0.0,465.0,36.6,65.8,85.556314,971.0,11.4,4.4,141.2,2.082,1.8,2.4,7.2,0.0,11.4,0.2,1.2,2.8,0.0,4.2,25.1695,0.4794,0.0,93.00000000000001,8.160000000000002,27.840000000000003,21.33966240000001,572.4000000000001,5.52,0.6400000000000002,26.319999999999993,0.5615999999999999,0.31999999999999995,1.92,3.3600000000000003,0.0,5.52,0.32000000000000006,0.96,3.3600000000000003,0.0,2.6399999999999997,5.591800000000002,0.38352,0.0,94.80000000000001,33.0,76.0,86.90937000000001,1686.0,13.0,2.0,87.0,1.4499999999999997,1.0,4.0,9.0,0.0,13.0,1.0,2.0,9.0,0.0,7.0,25.707500000000003,0.799,0.0,215.0,57.0,89.0,138.90547,2180.0,16.0,6.0,207.0,2.55,2.0,4.0,10.0,0.0,16.0,1.0,2.0,9.0,0.0,9.0,36.8975,0.799,0.0,229.0,24.0,13.0,51.9961,494.0,3.0,4.0,120.0,1.1,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,11.19,0.0,0.0,14.0,34.0,89.0,78.96,494.0,16.0,4.0,120.0,2.55,2.0,4.0,10.0,0.0,16.0,0.0,2.0,0.0,0.0,2.0,25.92,0.799,0.0,14.0
La1 Cu1 O3,-2.4238558,0.0,110.0,338.0,250.44967,2715.17,62.0,16.0,537.0,13.32,9.0,12.0,11.0,0.0,32.0,1.0,6.0,9.0,0.0,16.0,75.2825,0.0,0.0,455.0,22.000000000000004,67.6,50.08993400000001,543.0340000000001,12.4,3.2,107.4,2.664,1.8,2.4,2.2,0.0,6.4,0.2,1.2,1.8,0.0,3.2,15.0565,0.0,0.0,91.00000000000001,16.8,23.28,40.90864080000001,585.8808,4.32,1.44,49.68000000000001,0.9311999999999999,0.31999999999999995,1.92,3.12,0.0,1.8400000000000003,0.32000000000000006,0.96,2.8800000000000003,0.0,2.3200000000000003,8.7364,0.0,0.0,94.80000000000001,49.0,74.0,122.90607000000001,1302.97,13.0,4.0,141.0,2.34,1.0,4.0,10.0,0.0,8.0,1.0,2.0,9.0,0.0,8.0,27.7925,0.0,0.0,213.0,57.0,87.0,138.90547,1357.77,16.0,6.0,207.0,3.44,2.0,4.0,10.0,0.0,11.0,1.0,2.0,9.0,0.0,9.0,36.8975,0.0,0.0,225.0,8.0,13.0,15.9994,54.8,3.0,2.0,66.0,1.1,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,9.105,0.0,0.0,12.0,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0
La1 Er1 S3,-2.447513417,1.1359,173.0,312.0,402.35947,4128.08,54.0,21.0,711.0,10.08,10.0,12.0,1.0,12.0,35.0,0.0,6.0,9.0,2.0,17.0,144.843125,6.606,0.0,598.0,34.6,62.4,80.47189399999999,825.616,10.8,4.2,142.20000000000002,2.016,2.0,2.4,0.2,2.4000000000000004,7.0,0.0,1.2,1.8,0.4,3.4000000000000004,28.968625,1.3212,0.0,119.60000000000001,22.32,30.72,58.0882728,524.7072000000001,6.24,1.44,44.64,0.6768000000000001,0.0,1.92,0.32000000000000006,3.84,2.8000000000000003,0.0,0.96,2.8800000000000003,0.6400000000000001,2.24,3.818100000000001,1.05696,0.0,59.52,52.0,75.0,135.194,1381.6399999999999,13.0,3.0,102.0,1.48,0.0,4.0,1.0,12.0,11.0,0.0,2.0,9.0,2.0,7.0,11.110625000000002,2.202,0.0,124.0,68.0,88.0,167.259,1770.0,16.0,6.0,207.0,2.58,2.0,4.0,1.0,12.0,14.0,0.0,2.0,9.0,2.0,9.0,36.8975,2.202,0.0,194.0,16.0,13.0,32.065,388.36,3.0,3.0,105.0,1.1,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,25.786875,0.0,0.0,70.0,16.0,88.0,32.065,388.36,16.0,3.0,105.0,2.58,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,25.786875,2.202,0.0,70.0
La1 Fe1 Ge3,-0.530339434,0.0,179.0,305.0,412.67047,6638.200000000001,53.0,22.0,699.0,8.959999999999999,10.0,6.0,37.0,0.0,53.0,0.0,12.0,13.0,0.0,25.0,116.6425,1.149,2.1106628,1098.0,35.8,61.0,82.53409400000001,1327.64,10.600000000000001,4.4,139.8,1.7919999999999998,2.0,1.2,7.4,0.0,10.600000000000001,0.0,2.4,2.6,0.0,5.0,23.3285,0.2298,0.42213256000000005,219.60000000000002,8.479999999999999,21.6,22.548550400000007,193.344,4.08,0.6400000000000002,26.880000000000006,0.27679999999999993,0.0,0.96,3.12,0.0,4.08,0.0,1.92,3.12,0.0,1.6,5.427600000000001,0.18384,0.6754120960000001,10.239999999999986,31.0,66.0,83.06047000000001,618.0,11.0,2.0,87.0,0.9099999999999997,0.0,2.0,9.0,0.0,11.0,0.0,4.0,9.0,0.0,5.0,26.1675,0.383,2.1106628,35.0,57.0,79.0,138.90547,1811.0,14.0,6.0,207.0,2.01,2.0,2.0,10.0,0.0,14.0,0.0,4.0,9.0,0.0,9.0,36.8975,0.383,2.1106628,229.0,26.0,13.0,55.845,1193.0,3.0,4.0,120.0,1.1,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,10.73,0.0,0.0,194.0,32.0,79.0,72.64,1211.4,14.0,4.0,120.0,2.01,2.0,2.0,10.0,0.0,14.0,0.0,4.0,0.0,0.0,4.0,23.005,0.383,0.0,225.0
